id,breed_primary,age,sex,size,env_children,env_dogs,env_cats,contact_state
45874255,Xoloitzcuintli / Mexican Hairless,Baby,Female,Small,TRUE,TRUE,TRUE,GA
45874115,Rottweiler,Adult,Male,Medium,NA,NA,NA,GA
45874114,Pit Bull Terrier,Young,Female,Medium,NA,NA,NA,GA
45873668,Chihuahua,Adult,Male,Small,TRUE,TRUE,TRUE,GA
45873549,Siberian Husky,Adult,Female,Medium,NA,NA,NA,GA
45873548,Terrier,Adult,Male,Small,NA,NA,NA,GA
45873059,Labrador Retriever,Young,Female,Medium,TRUE,TRUE,TRUE,GA
45872696,Chihuahua,Young,Female,Small,TRUE,TRUE,FALSE,GA
45872177,Mixed Breed,Young,Female,Small,NA,NA,NA,GA
45872179,Jack Russell Terrier,Young,Female,Small,NA,NA,NA,GA
45870093,Mixed Breed,Adult,Male,Medium,NA,NA,NA,GA
45868193,Staffordshire Bull Terrier,Baby,Female,Medium,NA,NA,NA,GA
45868192,Staffordshire Bull Terrier,Baby,Male,Medium,NA,NA,NA,GA
45867120,Mixed Breed,Senior,Female,Large,TRUE,TRUE,TRUE,GA
45867092,Mixed Breed,Adult,Female,Medium,TRUE,TRUE,TRUE,GA
45866877,Black Labrador Retriever,Young,Female,Medium,NA,TRUE,NA,GA
45866550,Collie,Adult,Female,Medium,NA,NA,NA,GA
45866368,Pit Bull Terrier,Adult,Female,Medium,NA,NA,NA,GA
45865620,Pit Bull Terrier,Adult,Male,Large,NA,NA,NA,GA
45865525,Pit Bull Terrier,Young,Male,Medium,NA,NA,NA,GA
45865235,Mixed Breed,Adult,Male,Medium,TRUE,TRUE,TRUE,GA
45864957,Labrador Retriever,Adult,Female,Medium,NA,NA,NA,GA
45864949,American Bulldog,Adult,Male,Medium,NA,NA,NA,GA
45864840,Pit Bull Terrier,Young,Female,Large,NA,NA,NA,GA
45864841,Blue Lacy,Adult,Male,Large,NA,NA,NA,GA
45864842,Mixed Breed,Young,Male,Large,NA,NA,NA,GA
45864843,Staffordshire Bull Terrier,Young,Male,Medium,NA,NA,NA,GA
45864638,Pit Bull Terrier,Adult,Male,Large,NA,NA,NA,GA
45864636,Pit Bull Terrier,Adult,Male,Large,NA,NA,NA,GA
45864539,German Shepherd Dog,Young,Female,Medium,NA,NA,NA,GA
45864272,Cane Corso,Young,Female,Extra Large,NA,NA,NA,GA
45864094,Mixed Breed,Adult,Male,Medium,NA,TRUE,FALSE,GA
45863900,Irish Terrier,Young,Male,Medium,NA,NA,NA,GA
45863179,Flat-Coated Retriever,Young,Male,Extra Large,NA,NA,NA,GA
45861709,Pit Bull Terrier,Young,Male,Medium,NA,NA,NA,GA
45859664,Labrador Retriever,Baby,Male,Large,TRUE,TRUE,TRUE,GA
45859632,Schnauzer,Young,Male,Small,FALSE,TRUE,NA,GA
45858834,Pit Bull Terrier,Baby,Female,Small,NA,NA,NA,GA
45858363,Chihuahua,Baby,Male,Small,FALSE,NA,NA,GA
45858311,Chihuahua,Baby,Female,Small,FALSE,NA,NA,GA
45858321,German Shepherd Dog,Baby,Male,Large,NA,NA,NA,GA
45858149,Golden Retriever,Adult,Female,Medium,FALSE,FALSE,FALSE,GA
45858168,Cattle Dog,Adult,Male,Medium,NA,NA,NA,GA
45858170,Rottweiler,Adult,Male,Medium,NA,NA,NA,GA
45857196,Shepherd,Baby,Male,Small,NA,NA,NA,GA
45857194,American Bulldog,Adult,Female,Medium,NA,NA,NA,GA
45857189,American Bulldog,Adult,Male,Medium,NA,NA,NA,GA
45857193,American Bulldog,Baby,Female,Small,NA,NA,NA,GA
45857183,American Bulldog,Baby,Female,Small,NA,NA,NA,GA
45857185,Hound,Adult,Male,Medium,NA,NA,NA,GA
45857191,Labrador Retriever,Adult,Female,Medium,NA,NA,NA,GA
45857171,Mixed Breed,Adult,Female,Medium,NA,NA,NA,GA
45857175,American Bulldog,Baby,Female,Small,NA,NA,NA,GA
45857167,Mixed Breed,Adult,Male,Medium,NA,NA,NA,GA
45856747,Pit Bull Terrier,Adult,Male,Medium,NA,NA,NA,GA
45856302,Beagle,Baby,Female,Small,TRUE,TRUE,TRUE,GA
45856300,Beagle,Baby,Female,Small,TRUE,TRUE,TRUE,GA
45856301,Beagle,Baby,Female,Small,TRUE,TRUE,TRUE,GA
45856298,Beagle,Baby,Male,Small,TRUE,TRUE,TRUE,GA
45856299,Beagle,Baby,Male,Small,TRUE,TRUE,TRUE,GA
45856133,Beagle,Baby,Male,Small,TRUE,TRUE,TRUE,GA
45855628,Shepherd,Senior,Male,Large,NA,NA,NA,GA
45854316,Pit Bull Terrier,Adult,Male,Medium,NA,NA,NA,GA
45854005,Staffordshire Bull Terrier,Adult,Female,Medium,NA,NA,NA,GA
45853672,Parson Russell Terrier,Young,Male,Medium,NA,NA,NA,GA
45852954,Pit Bull Terrier,Adult,Male,Medium,NA,NA,NA,GA
45852956,Boxer,Young,Male,Medium,NA,NA,NA,GA
45852958,Labrador Retriever,Young,Male,Medium,NA,NA,NA,GA
45852953,Pit Bull Terrier,Young,Male,Medium,NA,NA,NA,GA
45852773,Mixed Breed,Adult,Male,Large,TRUE,TRUE,TRUE,GA
45850918,Pit Bull Terrier,Adult,Male,Medium,NA,NA,NA,GA
45850675,Pit Bull Terrier,Adult,Female,Medium,TRUE,TRUE,TRUE,GA
45850711,Mixed Breed,Senior,Male,Large,TRUE,TRUE,TRUE,GA
45850712,Mixed Breed,Adult,Male,Large,TRUE,TRUE,TRUE,GA
45850641,American Bulldog,Adult,Male,Medium,NA,NA,NA,GA
45849695,Australian Cattle Dog / Blue Heeler,Baby,Female,Large,FALSE,TRUE,TRUE,GA
45849417,Pit Bull Terrier,Young,Female,Small,NA,NA,NA,GA
45848593,Feist,Adult,Male,Small,NA,NA,NA,GA
45848192,Catahoula Leopard Dog,Baby,Male,Large,TRUE,TRUE,TRUE,GA
45848007,Chinese Crested Dog,Adult,Female,Small,NA,TRUE,TRUE,GA
45847978,Catahoula Leopard Dog,Young,Male,Large,NA,TRUE,NA,GA
45847931,Wirehaired Terrier,Adult,Male,Small,NA,TRUE,NA,GA
45847916,Treeing Walker Coonhound,Adult,Female,Medium,NA,TRUE,NA,GA
45847317,Pit Bull Terrier,Young,Female,Medium,NA,NA,NA,GA
45846721,German Shepherd Dog,Adult,Male,Large,NA,NA,NA,GA
45846273,German Shepherd Dog,Baby,Male,Large,NA,NA,NA,GA
45846274,German Shepherd Dog,Baby,Male,Large,NA,NA,NA,GA
45846275,German Shepherd Dog,Baby,Female,Large,NA,NA,NA,GA
45846276,German Shepherd Dog,Baby,Female,Large,NA,NA,NA,GA
45846277,German Shepherd Dog,Baby,Male,Large,NA,NA,NA,GA
45846278,German Shepherd Dog,Baby,Female,Large,NA,NA,NA,GA
45846280,German Shepherd Dog,Baby,Female,Large,NA,NA,NA,GA
45846281,German Shepherd Dog,Baby,Male,Large,NA,NA,NA,GA
45846264,Miniature Pinscher,Adult,Male,Small,NA,NA,NA,GA
45845562,Mixed Breed,Adult,Male,Medium,NA,NA,NA,GA
45845566,Mixed Breed,Young,Female,Medium,NA,NA,NA,GA
45845427,Chihuahua,Adult,Male,Small,NA,NA,NA,GA
45845423,Chihuahua,Adult,Male,Small,NA,NA,NA,GA
45844527,Pit Bull Terrier,Senior,Male,Large,TRUE,TRUE,FALSE,GA
45844512,Pit Bull Terrier,Adult,Male,Medium,TRUE,TRUE,TRUE,GA
45844256,German Shepherd Dog,Baby,Male,Large,TRUE,TRUE,FALSE,GA
45844243,German Shepherd Dog,Baby,Female,Large,TRUE,TRUE,FALSE,GA
45844215,German Shepherd Dog,Baby,Female,Large,TRUE,TRUE,FALSE,GA
45843307,Weimaraner,Baby,Female,Medium,NA,TRUE,NA,GA
45843282,Weimaraner,Baby,Female,Medium,NA,TRUE,NA,GA
45843268,Husky,Young,Male,Medium,TRUE,TRUE,TRUE,GA
45843176,Labrador Retriever,Young,Male,Medium,TRUE,FALSE,NA,GA
45842981,German Shepherd Dog,Young,Male,Large,TRUE,TRUE,TRUE,GA
45842949,Labrador Retriever,Young,Female,Large,TRUE,TRUE,TRUE,GA
45842747,Pit Bull Terrier,Baby,Female,Medium,TRUE,TRUE,TRUE,GA
45842807,Pit Bull Terrier,Young,Female,Large,NA,NA,NA,GA
45842801,Mixed Breed,Adult,Male,Small,NA,NA,NA,GA
45842427,Pit Bull Terrier,Young,Female,Medium,NA,NA,NA,GA
45841959,Labrador Retriever,Young,Male,Medium,NA,NA,NA,GA
45841954,German Shepherd Dog,Adult,Female,Large,NA,NA,NA,GA
45841955,Plott Hound,Young,Male,Medium,NA,NA,NA,GA
45841529,Chihuahua,Young,Female,Small,FALSE,TRUE,TRUE,GA
45841492,Labrador Retriever,Young,Female,Medium,NA,NA,NA,GA
45841491,Pit Bull Terrier,Young,Male,Medium,NA,NA,NA,GA
45840898,Mixed Breed,Adult,Male,Large,TRUE,TRUE,TRUE,GA
45840333,Labrador Retriever,Adult,Female,Medium,NA,NA,NA,GA
45839325,Mixed Breed,Senior,Male,Large,TRUE,TRUE,TRUE,GA
45839243,Terrier,Adult,Female,Small,TRUE,TRUE,TRUE,GA
45839104,Labrador Retriever,Adult,Female,Medium,NA,NA,NA,GA
45839068,Mixed Breed,Young,Male,Medium,NA,NA,NA,GA
45838938,Mixed Breed,Young,Female,Medium,NA,NA,NA,GA
45838936,Mixed Breed,Young,Male,Large,NA,NA,NA,GA
45838937,Mixed Breed,Young,Female,Small,NA,NA,NA,GA
45838406,American Bulldog,Baby,Female,Medium,NA,NA,NA,GA
45838198,Chihuahua,Adult,Female,Small,NA,NA,NA,GA
45838186,Chihuahua,Young,Male,Small,NA,NA,NA,GA
45837364,Labrador Retriever,Young,Female,Medium,TRUE,FALSE,FALSE,GA
45836529,Labrador Retriever,Young,Female,Large,NA,NA,NA,GA
45835783,Labrador Retriever,Young,Male,Medium,FALSE,NA,NA,GA
45835749,Pit Bull Terrier,Adult,Male,Medium,NA,NA,NA,GA
45834562,English Bulldog,Young,Female,Medium,TRUE,TRUE,NA,GA
45833888,Chihuahua,Senior,Female,Small,TRUE,TRUE,NA,GA
45833739,Chihuahua,Adult,Male,Small,TRUE,TRUE,TRUE,GA
45833280,Pit Bull Terrier,Adult,Male,Large,NA,NA,NA,GA
45832982,Feist,Adult,Male,Medium,NA,NA,NA,GA
45832896,American Bulldog,Adult,Male,Large,NA,FALSE,NA,GA
45832895,Mixed Breed,Young,Male,Medium,NA,NA,NA,GA
45832355,Mixed Breed,Adult,Male,Medium,NA,NA,NA,GA
45832354,Mixed Breed,Adult,Male,Large,NA,NA,NA,GA
45832288,Shepherd,Young,Female,Medium,NA,NA,NA,GA
45832292,Labrador Retriever,Adult,Male,Large,NA,NA,NA,GA
45831030,Pit Bull Terrier,Young,Male,Medium,NA,NA,NA,GA
45830513,Spitz,Adult,Male,Small,NA,TRUE,NA,GA
45830510,Jindo,Adult,Male,Small,NA,TRUE,NA,GA
45830022,American Bulldog,Adult,Female,Large,NA,NA,NA,GA
45829558,Bull Terrier,Adult,Male,Medium,NA,NA,NA,GA
45829140,Labrador Retriever,Baby,Female,Small,TRUE,TRUE,TRUE,GA
45828893,Pit Bull Terrier,Adult,Male,Medium,NA,NA,NA,GA
45828892,Pit Bull Terrier,Adult,Female,Medium,NA,NA,NA,GA
45828886,Pit Bull Terrier,Young,Female,Medium,NA,NA,NA,GA
45828535,Mixed Breed,Senior,Female,Large,TRUE,TRUE,TRUE,GA
45828056,Miniature Pinscher,Adult,Female,Small,TRUE,TRUE,NA,GA
45828347,Pit Bull Terrier,Adult,Male,Medium,NA,NA,NA,GA
45828004,Labrador Retriever,Adult,Female,Medium,NA,NA,NA,GA
45827277,German Shepherd Dog,Young,Female,Large,TRUE,TRUE,NA,GA
45826181,Mixed Breed,Adult,Male,Large,TRUE,TRUE,TRUE,GA
45825871,Pit Bull Terrier,Adult,Female,Medium,NA,NA,NA,GA
45825647,Rat Terrier,Adult,Female,Small,NA,TRUE,TRUE,GA
45824458,Labrador Retriever,Young,Female,Medium,NA,NA,NA,GA
45824470,Labrador Retriever,Adult,Female,Medium,NA,NA,NA,GA
45824475,Labrador Retriever,Senior,Male,Large,NA,NA,NA,GA
45824477,Pit Bull Terrier,Adult,Male,Medium,NA,NA,NA,GA
45824499,Chihuahua,Adult,Male,Small,FALSE,NA,NA,GA
45824504,Pit Bull Terrier,Young,Male,Medium,NA,NA,NA,GA
45824511,German Shepherd Dog,Adult,Female,Medium,NA,NA,FALSE,GA
45824517,Staffordshire Bull Terrier,Young,Male,Medium,NA,NA,NA,GA
45824454,Labrador Retriever,Adult,Male,Large,NA,FALSE,FALSE,GA
45824468,Pit Bull Terrier,Adult,Female,Medium,NA,NA,NA,GA
45824439,Rottweiler,Young,Male,Medium,NA,NA,NA,GA
45824442,Terrier,Adult,Male,Medium,NA,NA,NA,GA
45824443,Pit Bull Terrier,Adult,Female,Medium,NA,NA,NA,GA
45823385,Mixed Breed,Adult,Female,Medium,NA,NA,NA,GA
45823387,Pit Bull Terrier,Adult,Male,Large,NA,NA,NA,GA
45823389,Pit Bull Terrier,Young,Female,Medium,NA,NA,NA,GA
45823390,Mixed Breed,Adult,Female,Medium,NA,NA,NA,GA
45823392,Mixed Breed,Young,Female,Medium,NA,NA,NA,GA
45823394,Pit Bull Terrier,Young,Male,Small,NA,NA,NA,GA
45823395,Labrador Retriever,Young,Female,Medium,NA,NA,NA,GA
45823397,Mixed Breed,Young,Male,Medium,NA,NA,NA,GA
45823398,Mixed Breed,Young,Male,Medium,NA,NA,NA,GA
45823399,American Bulldog,Young,Female,Medium,NA,NA,NA,GA
45823400,Pit Bull Terrier,Young,Female,Small,NA,NA,NA,GA
45823402,Mixed Breed,Young,Male,Medium,NA,NA,NA,GA
45823405,Pit Bull Terrier,Adult,Female,Large,NA,FALSE,FALSE,GA
45823406,Mixed Breed,Young,Female,Medium,NA,NA,NA,GA
45823416,Pit Bull Terrier,Adult,Male,Large,NA,NA,NA,GA
45823419,Hound,Young,Female,Medium,NA,NA,NA,GA
45823420,Labrador Retriever,Young,Female,Medium,NA,NA,NA,GA
45823421,Pit Bull Terrier,Adult,Female,Medium,NA,NA,NA,GA
45823423,Mixed Breed,Young,Female,Medium,NA,NA,FALSE,GA
45823424,Shepherd,Young,Male,Large,NA,NA,NA,GA
45823425,Mixed Breed,Adult,Male,Medium,NA,NA,NA,GA
45823427,Shepherd,Adult,Male,Large,NA,NA,NA,GA
45823430,Hound,Young,Male,Medium,NA,NA,NA,GA
45823434,Mixed Breed,Adult,Male,Large,NA,NA,FALSE,GA
45823435,Pit Bull Terrier,Young,Female,Medium,NA,NA,NA,GA
45823437,Mixed Breed,Adult,Male,Medium,NA,NA,NA,GA
45823438,Pit Bull Terrier,Young,Male,Medium,NA,NA,NA,GA
45823439,Pit Bull Terrier,Young,Male,Large,NA,NA,NA,GA
45823441,Mixed Breed,Young,Male,Medium,NA,NA,NA,GA
45823442,Labrador Retriever,Young,Female,Medium,NA,NA,NA,GA
45823443,German Shepherd Dog,Young,Male,Medium,NA,NA,NA,GA
45823444,Mixed Breed,Young,Male,Medium,NA,NA,NA,GA
45823447,Mixed Breed,Young,Female,Medium,NA,NA,NA,GA
45823450,Mixed Breed,Young,Male,Medium,NA,NA,NA,GA
45823451,Mixed Breed,Adult,Female,Medium,NA,FALSE,FALSE,GA
45823452,Labrador Retriever,Adult,Female,Medium,NA,NA,NA,GA
45823457,Mixed Breed,Adult,Male,Large,NA,NA,NA,GA
45823458,Labrador Retriever,Baby,Male,Small,NA,NA,FALSE,GA
45823463,Bull Terrier,Young,Male,Medium,NA,NA,NA,GA
45823464,Mixed Breed,Adult,Male,Medium,NA,NA,FALSE,GA
45823466,Catahoula Leopard Dog,Young,Male,Large,NA,NA,NA,GA
45823468,Mixed Breed,Young,Male,Medium,NA,NA,NA,GA
45823472,American Bulldog,Adult,Female,Large,NA,NA,NA,GA
45823473,Mixed Breed,Young,Female,Medium,NA,NA,NA,GA
45823474,Mixed Breed,Young,Female,Medium,NA,NA,NA,GA
45823476,Mixed Breed,Young,Female,Medium,NA,NA,NA,GA
45823477,Mixed Breed,Adult,Female,Medium,NA,NA,NA,GA
45823478,Rottweiler,Adult,Male,Small,NA,NA,NA,GA
45823480,Pit Bull Terrier,Young,Male,Large,NA,NA,NA,GA
45823482,Pit Bull Terrier,Adult,Female,Medium,NA,FALSE,FALSE,GA
45823484,Bull Terrier,Young,Female,Medium,NA,NA,NA,GA
45823488,Pit Bull Terrier,Adult,Male,Large,NA,NA,NA,GA
45823491,Shepherd,Adult,Male,Large,NA,NA,NA,GA
45823492,Pit Bull Terrier,Adult,Female,Medium,NA,NA,NA,GA
45823494,Mixed Breed,Adult,Female,Medium,NA,FALSE,FALSE,GA
45823496,Mixed Breed,Adult,Female,Large,NA,NA,NA,GA
45823498,Mixed Breed,Young,Female,Medium,NA,NA,NA,GA
45823499,Chihuahua,Adult,Male,Small,NA,NA,NA,GA
45823504,Pit Bull Terrier,Adult,Male,Large,NA,NA,NA,GA
45823505,Mixed Breed,Senior,Female,Large,NA,NA,NA,GA
45823509,Mixed Breed,Adult,Male,Medium,NA,NA,NA,GA
45823510,Bull Terrier,Young,Male,Medium,NA,NA,NA,GA
45823511,Mixed Breed,Young,Male,Large,NA,NA,NA,GA
45823512,Mixed Breed,Young,Female,Medium,NA,NA,NA,GA
45823513,Mixed Breed,Adult,Male,Large,NA,FALSE,NA,GA
45823517,Labrador Retriever,Young,Male,Medium,NA,NA,NA,GA
45823518,Hound,Adult,Female,Large,NA,NA,NA,GA
45823519,Mixed Breed,Young,Male,Medium,NA,NA,NA,GA
45823522,Mixed Breed,Adult,Female,Medium,NA,NA,NA,GA
45823525,Mixed Breed,Young,Male,Medium,NA,NA,NA,GA
45823528,Rottweiler,Adult,Female,Large,NA,NA,NA,GA
45823530,Mixed Breed,Adult,Female,Medium,NA,FALSE,NA,GA
45823533,Mixed Breed,Adult,Male,Large,NA,NA,NA,GA
45823538,Mixed Breed,Adult,Male,Large,NA,NA,NA,GA
45823539,Mixed Breed,Young,Male,Medium,NA,NA,NA,GA
45823541,Hound,Adult,Male,Medium,NA,NA,NA,GA
45823542,German Shepherd Dog,Young,Female,Large,NA,NA,NA,GA
45823543,Pit Bull Terrier,Young,Male,Small,NA,NA,NA,GA
45823547,Hound,Adult,Female,Large,NA,NA,NA,GA
45823552,Husky,Young,Male,Medium,NA,NA,NA,GA
45823553,Mixed Breed,Young,Male,Medium,NA,NA,NA,GA
45823555,Mixed Breed,Young,Male,Large,NA,NA,NA,GA
45823558,Mixed Breed,Young,Female,Medium,NA,NA,NA,GA
45821429,Italian Greyhound,Adult,Female,Small,NA,NA,NA,GA
45821430,Australian Cattle Dog / Blue Heeler,Young,Male,Large,NA,NA,NA,GA
45821431,German Shepherd Dog,Adult,Male,Large,NA,NA,NA,GA
45821438,Australian Shepherd,Young,Male,Medium,NA,NA,NA,GA
45821439,Pit Bull Terrier,Young,Male,Large,NA,FALSE,FALSE,GA
45821443,Basset Hound,Adult,Male,Medium,NA,NA,NA,GA
45821449,Pit Bull Terrier,Young,Male,Medium,NA,FALSE,FALSE,GA
45821415,Shepherd,Young,Male,Large,NA,NA,NA,GA
45821421,Hound,Young,Male,Large,NA,NA,NA,GA
45821423,Wheaten Terrier,Senior,Male,Medium,NA,NA,NA,GA
45812548,Beagle,Senior,Female,Large,NA,NA,NA,GA
45812549,Chocolate Labrador Retriever,Senior,Female,Large,NA,NA,NA,GA
45812551,German Shepherd Dog,Baby,Female,Large,NA,NA,NA,GA
45812552,German Shepherd Dog,Young,Male,Large,NA,NA,NA,GA
45812554,German Shepherd Dog,Adult,Female,Large,NA,NA,NA,GA
45812556,Belgian Shepherd / Malinois,Young,Male,Large,NA,NA,NA,GA
45812560,German Shepherd Dog,Young,Female,Large,NA,NA,NA,GA
45812562,German Shepherd Dog,Young,Female,Large,NA,NA,NA,GA
45812564,German Shepherd Dog,Adult,Female,Large,NA,NA,NA,GA
45812565,German Shepherd Dog,Adult,Female,Large,NA,NA,NA,GA
45812566,German Shepherd Dog,Young,Female,Large,NA,NA,NA,GA
45812567,German Shepherd Dog,Adult,Female,Large,NA,NA,NA,GA
45812568,German Shepherd Dog,Young,Female,Large,NA,NA,NA,GA
45812569,German Shepherd Dog,Adult,Female,Large,NA,NA,NA,GA
45812570,Shepherd,Adult,Male,Large,NA,NA,NA,GA
45812571,German Shepherd Dog,Adult,Male,Large,NA,NA,NA,GA
45812572,American Bulldog,Senior,Female,Medium,NA,NA,NA,GA
45812573,German Shepherd Dog,Adult,Female,Large,FALSE,FALSE,FALSE,GA
45812574,German Shepherd Dog,Young,Male,Large,NA,NA,NA,GA
45812575,German Shepherd Dog,Adult,Male,Large,FALSE,NA,FALSE,GA
45812576,German Shepherd Dog,Adult,Male,Large,NA,NA,NA,GA
45812558,German Shepherd Dog,Adult,Female,Large,NA,NA,NA,GA
45812559,German Shepherd Dog,Young,Male,Large,NA,NA,NA,GA
45812550,German Shepherd Dog,Young,Female,Large,NA,NA,NA,GA
45810550,Retriever,Young,Male,Large,NA,NA,NA,GA
45810551,Pit Bull Terrier,Adult,Male,Large,NA,NA,NA,GA
45810549,Labrador Retriever,Adult,Female,Large,NA,NA,NA,GA
45807974,Labrador Retriever,Young,Male,Medium,NA,NA,NA,GA
45807975,Cattle Dog,Senior,Male,Medium,NA,NA,NA,GA
45807976,Labrador Retriever,Young,Male,Medium,NA,NA,NA,GA
45807977,Hound,Young,Male,Medium,NA,NA,NA,GA
45807978,Labrador Retriever,Young,Female,Large,NA,NA,NA,GA
45807979,Labrador Retriever,Adult,Female,Medium,NA,NA,NA,GA
45807980,Shar-Pei,Young,Female,Medium,NA,NA,NA,GA
45807982,American Bulldog,Young,Female,Medium,NA,NA,NA,GA
45807983,Hound,Young,Female,Medium,NA,NA,NA,GA
45807985,American Bulldog,Young,Female,Medium,NA,NA,NA,GA
45807986,Labrador Retriever,Senior,Female,Medium,NA,NA,NA,GA
45807987,Labrador Retriever,Young,Female,Medium,NA,NA,NA,GA
45807989,American Bulldog,Adult,Female,Medium,NA,NA,NA,GA
45807990,Mixed Breed,Adult,Female,Large,NA,NA,NA,GA
45807991,American Bulldog,Adult,Female,Medium,NA,NA,NA,GA
45807992,American Bulldog,Young,Male,Large,NA,NA,NA,GA
45807993,German Shepherd Dog,Young,Male,Large,NA,NA,NA,GA
45807994,Boxer,Baby,Male,Medium,NA,NA,NA,GA
45807973,Staffordshire Bull Terrier,Adult,Male,Medium,NA,NA,NA,GA
45807364,Terrier,Adult,Female,Medium,NA,NA,NA,GA
45807365,Boxer,Young,Male,Medium,NA,NA,NA,GA
45807366,Bull Terrier,Adult,Female,Medium,NA,NA,NA,GA
45807367,Labrador Retriever,Adult,Male,Medium,NA,NA,NA,GA
45807369,Belgian Shepherd / Malinois,Adult,Male,Large,NA,NA,NA,GA
45807371,Hound,Young,Male,Medium,NA,NA,NA,GA
45807372,Pointer,Adult,Male,Large,NA,NA,NA,GA
45807373,Great Dane,Adult,Female,Medium,NA,NA,NA,GA
45807375,Husky,Adult,Female,Medium,NA,NA,FALSE,GA
45807347,Labrador Retriever,Young,Female,Large,NA,NA,NA,GA
45807348,Labrador Retriever,Adult,Female,Large,NA,NA,NA,GA
45807349,Labrador Retriever,Young,Male,Medium,NA,NA,NA,GA
45807350,Doberman Pinscher,Adult,Male,Large,NA,NA,NA,GA
45807351,Terrier,Senior,Male,Large,FALSE,NA,NA,GA
45807352,Staffordshire Bull Terrier,Adult,Female,Medium,NA,NA,NA,GA
45807353,Chihuahua,Adult,Female,Small,NA,NA,NA,GA
45807354,Great Pyrenees,Adult,Female,Large,NA,NA,NA,GA
45807355,Hound,Adult,Female,Large,NA,NA,NA,GA
45807356,Labrador Retriever,Adult,Female,Large,NA,NA,NA,GA
45807358,Terrier,Senior,Male,Large,FALSE,NA,NA,GA
45807359,Husky,Young,Female,Medium,NA,NA,FALSE,GA
45807360,Husky,Adult,Female,Medium,NA,NA,NA,GA
45807363,Labrador Retriever,Adult,Female,Large,NA,NA,NA,GA
45805646,Labrador Retriever,Young,Male,Medium,NA,NA,NA,GA
45804519,Pit Bull Terrier,Young,Male,Large,NA,NA,NA,GA
45804210,Siberian Husky,Young,Female,Large,TRUE,TRUE,FALSE,GA
45804066,Catahoula Leopard Dog,Young,Female,Medium,NA,NA,NA,GA
45804067,Pit Bull Terrier,Young,Female,Medium,NA,NA,NA,GA
45803103,Labrador Retriever,Adult,Male,Medium,NA,TRUE,NA,GA
45802830,Labrador Retriever,Young,Male,Medium,NA,NA,NA,GA
45802221,Shepherd,Adult,Female,Medium,TRUE,TRUE,NA,GA
45802108,Pit Bull Terrier,Adult,Male,Large,NA,NA,NA,GA
45802112,Pit Bull Terrier,Adult,Female,Medium,NA,NA,NA,GA
45802109,Boxer,Adult,Male,Large,NA,NA,NA,GA
45801768,American Bulldog,Adult,Female,Medium,NA,NA,NA,GA
45801769,Mixed Breed,Baby,Female,Medium,NA,NA,NA,GA
45801772,Plott Hound,Young,Male,Medium,NA,NA,NA,GA
45801773,Hound,Adult,Female,Medium,NA,NA,NA,GA
45801775,Rottweiler,Senior,Male,Medium,NA,NA,FALSE,GA
45801780,American Bulldog,Adult,Male,Medium,NA,NA,NA,GA
45801781,Boxer,Adult,Male,Medium,NA,NA,NA,GA
45801787,American Bulldog,Young,Male,Large,NA,NA,NA,GA
45801788,Pit Bull Terrier,Adult,Female,Medium,NA,NA,NA,GA
45801796,Pit Bull Terrier,Young,Female,Medium,NA,NA,NA,GA
45800713,Great Pyrenees,Baby,Male,Large,TRUE,TRUE,NA,GA
45800694,Mixed Breed,Adult,Male,Large,TRUE,TRUE,TRUE,GA
45800504,Pit Bull Terrier,Young,Male,Medium,NA,NA,NA,GA
45800302,Mixed Breed,Adult,Female,Large,TRUE,TRUE,TRUE,GA
45799560,Australian Shepherd,Young,Male,Large,NA,NA,NA,GA
45799209,Mixed Breed,Adult,Female,Large,NA,NA,NA,GA
45798825,Golden Retriever,Adult,Male,Medium,NA,TRUE,NA,GA
45798826,Labrador Retriever,Adult,Female,Large,NA,TRUE,NA,GA
45798779,Hound,Baby,Female,Medium,TRUE,TRUE,NA,GA
45798057,Mixed Breed,Adult,Female,Medium,TRUE,TRUE,TRUE,GA
45796170,Mixed Breed,Adult,Female,Medium,TRUE,TRUE,TRUE,GA
45795245,Labrador Retriever,Adult,Male,Medium,NA,NA,NA,GA
45795246,Pit Bull Terrier,Adult,Male,Medium,NA,NA,NA,GA
45794698,Mixed Breed,Adult,Female,Medium,TRUE,TRUE,TRUE,GA
45794697,Mixed Breed,Adult,Male,Large,TRUE,TRUE,TRUE,GA
45794637,Border Collie,Young,Female,Medium,TRUE,TRUE,NA,GA
45793082,Labrador Retriever,Adult,Female,Medium,NA,NA,NA,GA
45793075,Hound,Baby,Male,Medium,NA,NA,NA,GA
45793067,Hound,Baby,Female,Medium,NA,NA,NA,GA
45792400,Labrador Retriever,Adult,Male,Medium,NA,NA,NA,GA
45791478,Pit Bull Terrier,Young,Female,Medium,NA,NA,NA,GA
45790809,Collie,Young,Female,Medium,NA,TRUE,NA,GA
45790450,Siberian Husky,Young,Male,Large,TRUE,TRUE,FALSE,GA
45789842,Pit Bull Terrier,Adult,Female,Medium,TRUE,TRUE,TRUE,GA
45789770,Chihuahua,Adult,Female,Small,TRUE,TRUE,TRUE,GA
45789769,Chihuahua,Adult,Male,Small,TRUE,TRUE,TRUE,GA
45789772,Black and Tan Coonhound,Baby,Female,Medium,TRUE,TRUE,NA,GA
45789535,Maltese,Young,Male,Small,NA,TRUE,NA,GA
45789536,Maltese,Young,Male,Small,NA,TRUE,NA,GA
